Hybridization REF	MBA:MEXP:2462	MBA:MEXP:2463	MBA:MEXP:2464	MBA:MEXP:2465	MBA:MEXP:2466	MBA:MEXP:2467	MBA:MEXP:2468	MBA:MEXP:2469	MBA:MEXP:2470	MBA:MEXP:2471	MBA:MEXP:2472	MBA:MEXP:2473	MBA:MEXP:2474	MBA:MEXP:2475	MBA:MEXP:2476	MBA:MEXP:2477	MBA:MEXP:2478	MBA:MEXP:2479	MBA:MEXP:2480	MBA:MEXP:2481
R:A-SNGR-8:4253	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:5789	null	3.1095505	3.7341754	2.9000826	null	null	null	1.7885462	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:1942	1.0758928	1.2539197	1.0222223	0.99633574	0.9006089	0.9424934	1.0063109	1.0701048	1.0190239	0.8644459	0.88077486	1.0350795	1.0036641	0.9652532	0.9330916	0.8906789	0.8279756	null	0.91959673	null
R:A-SNGR-8:5021	0.9349922	0.7922961	0.9328858	0.87725395	0.8711168	0.8542774	1.028883	0.8846509	1.0416076	1.1661296	0.9852107	1.0914302	0.965347	0.9289444	1.0147895	1.0515331	1.2142628	null	null	null
R:A-SNGR-8:3229	null	null	null	null	null	null	null	5.360913	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:2205	0.93933934	0.82090557	0.9631541	0.9572961	1.0141433	1.0153176	1.0684892	0.99951935	1.0294318	0.98464066	1.0210925	0.973493	1.0004808	0.9582996	1.027674	0.99623805	1.0079612	1.0825026	1.0513649	0.9930035
R:A-SNGR-8:2461	1.1174625	1.3278375	1.2411035	1.1312541	1.0558289	0.99836206	1.0016378	1.0295802	1.0785744	1.0035099	0.944285	0.9812767	1.0207465	0.9944384	0.8670803	0.7962532	0.96472144	0.82395667	0.85115707	0.9399249
R:A-SNGR-8:2773	0.86281586	0.9890043	0.91877115	0.9537386	1.0256495	1.0357515	1.0908017	1.0098948	0.90135056	0.91103935	0.9351268	1.0151019	1.0459945	1.0657456	1.0870341	1.2019018	1.2463766	0.9758513	0.89010596	0.99010503
R:A-SNGR-8:4053	1.1018832	1.2587702	1.1882467	1.0951772	1.0843353	0.96804434	1.0010672	1.0149518	0.9596112	0.97320217	0.9629517	0.9989329	1.0340813	1.0261016	1.114684	0.98952925	0.9573327	0.9443773	0.8116574	0.9655114
R:A-SNGR-8:3997	1.0866234	1.0652654	1.1446984	1.1577309	1.0164111	0.8884153	0.8877484	0.861319	1.003185	1.0106347	1.01742	0.996815	1.0170299	0.98297334	1.0755607	0.9201139	0.9069985	0.8140503	0.8816671	0.745793
R:A-SNGR-8:2517	1.1763675	1.3757924	0.9944605	0.9363863	0.9361997	1.0099894	1.0236561	1.0800079	1.0726848	0.87332904	0.8977364	1.0560925	1.0284525	1.0026351	0.8799722	0.8372813	0.99414736	0.99736476	0.96645504	1.476639
R:A-SNGR-8:1181	0.8793383	0.7197838	0.88777125	0.9818328	1.0496864	1.0666325	0.89855224	0.85776556	0.8150793	0.9628235	1.0181673	1.1320252	1.0468652	1.0305154	1.1208683	1.0507526	1.0461969	0.98066884	1.0479336	0.9789613
R:A-SNGR-8:157	null	null	null	null	null	null	null	1.3231788	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:5560	0.87139565	1.0118941	0.9048805	0.8976827	0.86695063	0.9239972	1.0056108	1.0374234	1.0079195	0.89549196	1.0242722	0.9649784	0.9902591	0.99438924	0.9811839	1.0393549	1.1801742	1.0392957	1.0326456	1.1747919
R:A-SNGR-8:3029	0.8516578	0.9983686	1.0621965	1.1329895	1.1390148	1.1498942	1.077569	0.9387315	0.94072676	0.85331124	0.86902535	0.97229	1.0016314	1.5909218	1.0823468	1.0809768	0.9733006	1.0112885	0.75459975	0.8933738
R:A-SNGR-8:1693	0.9559331	1.1122886	1.0270476	0.9764657	0.9641664	0.9697311	1.0527444	1.0379629	1.0898287	0.9650372	0.97302985	1.023802	0.96397656	1.1405892	0.9340689	0.9289505	1.0235343	1.0244406	0.96477556	1.1092701
R:A-SNGR-8:5597	1.209931	1.3897951	1.2469769	1.2037791	1.2937996	1.0914999	1.0509987	1.147148	0.98205686	0.9499146	0.9810506	1.0007051	1.0449151	0.99831957	0.9992949	0.93480784	0.83123356	0.84331596	0.91235286	0.9727292
R:A-SNGR-8:2421	1.0273173	1.0036247	1.0725859	0.9603305	1.0256686	0.99060434	0.9939763	1.0067513	1.0018624	0.9674006	0.9942424	1.0058937	0.99813735	0.9698753	1.016876	0.96106225	1.0292926	1.0100172	0.94283324	0.97921175
R:A-SNGR-8:4573	1.0192953	0.94045675	0.9407438	0.9740879	1.0436519	1.0759469	1.0755953	1.0138775	1.082057	0.97893065	0.95210874	0.97912747	0.9861226	0.9617623	0.97624624	1.0816877	1.2013496	1.0687022	1.1315264	0.9356068
R:A-SNGR-8:5085	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:3161	0.7502627	0.6281174	1.0112668	1.161757	1.2729815	0.99818504	0.8352757	0.79502743	0.89756805	1.0529804	1.1576878	1.001815	1.131842	1.2159034	1.1254582	1.0869946	0.94037837	0.8881156	0.83140224	null
R:A-SNGR-8:2269	1.0220474	null	0.9783666	0.9669698	0.9583136	0.85273325	1.1398937	1.0798075	1.0384389	1.0861274	1.0523717	0.9749927	0.9857254	1.1622642	0.98688346	0.97270304	1.1891708	1.0177604	1.0131165	null
R:A-SNGR-8:2525	0.8733311	0.7850998	0.8614901	0.8857341	1.0139494	1.1092391	0.96026003	0.8641085	0.90579	0.99875295	1.0980281	1.0012472	1.1057369	1.0411965	1.1209966	1.1703354	1.1388141	0.9853912	1.04954	0.8344401
R:A-SNGR-8:3805	0.85986125	0.8164009	0.9178963	0.91426915	0.9765529	0.994854	0.959374	1.0051838	1.0436702	1.0668516	1.0919499	0.95253223	1.029751	1.0250651	1.038681	1.005894	0.91742593	0.93644977	1.005146	1.0393039
R:A-SNGR-8:1172	0.98039424	1.1616439	0.9337416	0.9441728	1.0267607	1.0942568	1.1737815	1.1777412	1.1103477	0.89626557	0.8930388	0.90150845	0.95052606	0.9292441	0.9859563	0.9251151	1.0140436	1.0881883	1.0364132	1.3902395
R:A-SNGR-8:2781	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:4310	0.5441685	0.57267386	0.5334011	0.56774545	0.610084	0.71560395	0.90818137	0.8928887	1.0612607	0.96517664	0.99191004	1.0080899	1.03844	1.1910901	1.0514019	1.0913602	1.0918896	1.0817772	1.3898102	1.5139973
R:A-SNGR-8:5590	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:1314	0.91530734	null	1.0111735	0.92529386	1.254455	1.0365024	0.77403414	0.6694525	0.92213386	1.1202074	1.5386077	0.98049426	1.1285223	1.069629	1.3087488	1.2499323	1.2163199	0.9888265	0.9879549	null
R:A-SNGR-8:3037	1.0051231	1.1288817	1.0399055	1.029902	0.7729644	0.98873687	0.9757985	1.1021973	1.268919	1.1183581	0.9161722	1.0937623	1.0490313	1.0089326	0.8063229	0.7603337	0.8016912	0.79383725	0.8816071	0.99487704
R:A-SNGR-8:1501	1.2344002	null	1.1229651	0.9321531	null	null	0.8427645	0.81672674	null	null	1.2745112	null	null	null	null	null	null	1.0438156	null	null
R:A-SNGR-8:5741	0.9827458	0.7759447	1.023396	0.9973638	1.00734	1.0026362	0.9675137	0.9780967	1.0211694	1.1808072	1.144161	1.0801612	0.95115405	0.897809	0.9902271	0.94994235	1.1190097	1.0339191	1.0641333	0.9330668
R:A-SNGR-8:4485	1.084834	1.3387877	1.3004712	1.0941008	0.99711806	1.0384449	0.9658187	0.9822265	0.92064905	0.90674233	null	0.9497097	0.8930472	1.128506	0.98954844	0.8720398	9.744118	8.493365	0.89735544	null
R:A-SNGR-8:4566	0.94696975	1.0028566	0.788172	0.7504176	0.7518953	1.0045166	1.442976	1.6267263	1.3871547	0.99714357	0.8776693	0.76527816	0.74661857	0.7525675	0.83264536	1.1246922	1.6937399	1.6713386	1.5922861	1.6825601
R:A-SNGR-8:1757	1.191696	1.2165715	1.1404088	1.1168569	1.0116484	1.017885	1.1834891	1.2063144	1.1571175	1.0045953	0.8710843	0.7900638	0.75988543	0.83102417	0.70554584	0.6732571	0.81292623	0.84254265	0.957648	0.99540484
R:A-SNGR-8:989	0.9962126	1.0183508	1.0055944	1.0128305	0.98299253	0.98924404	1.0068004	0.999077	1.0379555	1.0273508	1.000923	0.9600097	0.9349604	0.9771018	0.92239094	1.0054989	1.0601702	1.0946689	0.98246723	0.9937255
R:A-SNGR-8:5165	0.78606814	0.49006966	0.70255566	0.6366062	0.842283	1.0216985	0.97227955	1.012472	1.2432109	1.3401763	1.1990159	0.8951109	0.9875279	0.8736137	1.1281482	1.0956768	1.3765081	1.3156246	1.3361542	0.92330724
R:A-SNGR-8:5846	null	null	null	null	null	null	null	1.221239	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:4397	1.0889353	1.3254268	1.0933925	1.0137273	1.0012761	0.99538475	1.1238371	1.171112	1.2317349	0.9961654	0.95431995	1.1416266	1.009065	0.998724	0.79123855	0.7716557	0.6713814	0.775078	0.68151695	0.8227284
R:A-SNGR-8:3846	0.59028107	0.5415938	0.8142596	0.7851703	1.0121042	1.1579138	1.2439427	1.019376	1.0790938	1.0621485	0.9878959	0.9013358	0.9056135	0.8414638	0.95728093	1.0477499	1.0686909	1.2026538	1.0694956	0.9305539
R:A-SNGR-8:5933	1.0164642	0.90228045	1.1215746	0.87551177	0.7813845	0.9835358	1.3211457	1.4174364	1.2246952	1.2543019	1.2003833	0.951214	0.8466539	0.7214747	0.77691364	0.8439641	1.2495426	1.4511294	1.3995063	0.7569454
R:A-SNGR-8:290	1.2245117	1.1856266	1.0368377	0.92532605	1.3163993	1.0209918	0.96022993	0.99553216	1.217329	0.8825785	0.9584963	0.9952586	1.0044677	0.8782237	0.8827194	0.8453635	1.0783604	1.1868348	0.9357221	1.4553907
R:A-SNGR-8:4909	0.95480144	0.9947575	1.0400258	0.99402106	0.77264863	0.89650464	1.0268595	1.0052427	1.043543	1.0801529	0.9813372	1.0067347	0.95541596	0.8588155	0.9711587	1.0304964	1.3651807	1.4007399	1.1708117	0.9599098
R:A-SNGR-8:3117	0.7553073	0.6386462	0.97977537	0.9790564	1.0647751	0.99727833	1.0548083	0.9579176	1.2562238	1.1256583	1.1120503	1.0732805	1.0745891	0.81299514	1.0027215	0.9394842	0.91804725	1.155168	1.1645606	0.9542814
R:A-SNGR-8:3373	0.69553477	0.902337	0.81285304	0.8195048	0.81289035	0.94709426	1.5130036	1.4056418	1.552267	1.250919	1.0013756	0.92706573	0.900996	0.9797206	1.0431523	0.9986243	1.1204761	1.1562765	1.2004541	1.219739
R:A-SNGR-8:3629	0.906134	1.1096458	1.035869	0.95970345	0.8686813	1.1874013	1.4073805	1.0582334	0.9580605	0.9246535	0.8323134	0.9712053	1.0153822	0.8736446	0.99614537	1.0038545	1.0381733	1.0067328	0.9556853	1.0199041
R:A-SNGR-8:2605	1.4273398	null	null	1.054576	null	null	1.2823431	1.3800687	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:662	0.33244786	0.5838817	0.6348371	0.6336798	0.7358353	1.0191774	1.2928344	1.3591956	1.3948476	1.0748318	0.87044764	0.83969957	0.8507863	0.80152005	0.98082256	1.1456397	1.4140222	1.2757494	1.0858572	1.2891773
R:A-SNGR-8:3885	0.9659234	1.0371557	0.9932269	0.90916896	0.8018348	0.99017465	1.1690512	1.1464417	1.1352416	1.0286691	0.9012984	0.90077853	0.9310959	0.92026114	1.0762715	1.0171062	1.1051998	1.2244093	1.0067731	0.7310772
R:A-SNGR-8:4822	1.2203827	1.3645289	0.9864839	0.89874464	0.8840311	0.9725336	1.0744934	1.0912781	1.1284943	0.9120732	0.93784195	1.0504631	1.0135162	0.953299	0.7852356	0.87402064	1.0380574	0.9651829	1.0898452	1.4443294
R:A-SNGR-8:1069	0.9363635	1.062046	1.0270158	0.88525224	0.8838561	1.1166885	1.2696071	1.2167716	1.253816	1.0560614	0.9223455	1.0064127	0.94016945	0.8707253	0.8467907	0.9935871	0.9733602	0.9360943	1.0954013	1.0632509
R:A-SNGR-8:1325	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:1379	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:355	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:1837	0.953192	1.0855875	1.1499969	1.0939705	1.1674414	1.2273129	1.1148549	1.0036715	0.99873394	0.92158324	0.90435916	1.0012661	0.9346524	1.0374649	0.9371017	1.0964401	0.91398704	0.86688447	0.90228933	0.7820848
R:A-SNGR-8:5229	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:4205	0.94820786	0.8308516	0.85585105	0.8947687	0.9820191	1.263935	1.463447	1.3577886	1.2457558	1.0337079	0.95748705	0.92287743	0.8996456	0.90631896	1.0132456	1.1852653	0.9867545	1.0682038	1.1388849	1.0226893
R:A-SNGR-8:3484	1.2229105	null	1.169107	1.0114462	1	1	0.8518122	1.0569364	1.0925267	1.0912261	1	1.1773163	1.1480421	null	0.91387826	0.8817311	0.9590772	0.9896598	0.9666192	null
R:A-SNGR-8:3286	null	null	null	null	null	null	null	0.65112996	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:294	1.0492457	1.2673557	0.98840356	0.98302287	1.0430254	1.035421	1.0304222	1.032623	1.1024827	0.9022737	0.9657279	1.0115964	0.9415025	0.9828275	0.9811058	0.9864741	1.0292197	0.9727026	0.8395261	1.1496572
R:A-SNGR-8:2460	1.0030463	1.1524056	0.9773816	0.92807746	1.0362248	1.0633175	1.1548162	1.0619916	0.9962879	0.8978949	0.84816474	1.009238	1.0392362	0.9969538	1.0448402	0.98056686	1.0853561	0.89363563	0.8329256	0.9792962
R:A-SNGR-8:6	0.45453137	0.528045	0.5281056	0.713473	0.76768386	1.2353168	1.6984704	1.7969227	2.0001233	1.4279855	0.98722756	1.0127724	0.917794	0.945312	0.90562093	0.90135163	1.1141928	1.3690658	1.2488686	1.2415283
R:A-SNGR-8:5816	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:5048	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:2788	0.8986722	0.8463038	0.9320243	0.9816418	1.0579807	1.0614035	1.3127301	1.3721445	1.1691357	1.0884663	0.9825724	0.9568178	0.90171725	0.86620635	0.94662476	1.0174277	1.110926	1.0491685	1.187979	0.875106
R:A-SNGR-8:1908	null	null	null	null	null	null	0.97002727	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:884	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:2716	1.0851967	0.9397419	0.99400884	0.99027944	1.0213206	1.0437416	0.93932956	0.94913274	0.9508297	0.9954146	1.0261018	1.050899	1.0612589	0.9672936	1.0330669	1.0995573	1.0045855	0.93486595	0.9846972	null
R:A-SNGR-8:4068	1.1284668	0.83132845	0.9350501	0.83736765	0.8881946	0.95921415	0.9918927	1.0940754	1.1515512	1.2217193	1.2128061	0.9674034	0.98194003	0.94505894	1.0081073	1.0366805	1.0878626	1.3486456	1.16587	0.8905651
R:A-SNGR-8:1188	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:2596	1.0766864	1.209268	1.06246	0.9795825	0.977178	1.012158	1.17934	1.2289788	1.0757678	1.0032561	0.941397	0.9892528	0.96408755	1.2125142	0.9449962	0.88407457	1.126949	0.95541203	0.98026407	0.99674374
R:A-SNGR-8:2972	0.8046198	0.80133957	0.88814974	0.9317381	0.97333276	0.9578891	1.0446488	1.0247633	1.0241264	1.0075191	1.1027719	1.0497949	1.0384582	0.9586571	0.99248105	0.9921616	0.94428307	1.2007389	1.1134448	1.3099734
R:A-SNGR-8:156	1.1273105	1.1520022	1.1586822	1.0975341	0.9773438	0.9193424	0.9972837	1.0337278	1.0016448	1.0368879	1.0019715	1.2234032	null	0.99835515	0.9943971	0.951953	0.8706495	0.84739727	0.87573814	1.042891
R:A-SNGR-8:1436	0.7265417	null	0.7682935	0.8979628	1.0079758	0.99202424	0.8813989	0.83834183	1.0832597	1.2074647	1.0878043	1.028912	1.0732994	1.1371313	1.0989484	0.9829364	1.2712281	1.0660993	0.984292	0.5794413
R:A-SNGR-8:2620	1.0745902	0.9822105	1.0380516	0.94389635	1.0056903	0.9943094	0.9884144	1.091126	1.2712406	1.3667395	0.964608	1.0760139	0.8745679	0.9705741	0.9526902	0.98524547	null	1.2194124	1.2343348	1.0846015
R:A-SNGR-8:668	0.9884169	0.8867405	1.0888941	0.9985582	1.0736109	1.1037878	0.9689789	0.92373407	1.0242541	1.0676365	1.0010097	1.103443	0.96210897	1.1100647	1.1031802	1.0438354	0.9989902	0.87857956	0.8719574	0.8561999
R:A-SNGR-8:4572	null	0.8545927	null	1.1890388	1.2739727	1.1196295	0.83841884	0.8816916	1.1593567	null	null	null	1.2366409	1.1077282	1.3454856	1.2621773	null	1.019508	1.1234932	null
R:A-SNGR-8:5852	0.899091	0.69630766	1.017198	1.184452	1.1992556	0.97873753	0.71332663	0.78965825	0.8444886	1.0580204	1.1729496	0.95261425	1.0108616	1.0368154	0.9891383	0.81688875	1.1062808	1.1295978	0.92142344	null
R:A-SNGR-8:5084	1.0139285	1.1398982	0.9487606	0.9141315	1.0740865	1.0273715	1.0003195	0.99657434	1.067784	0.9771671	0.85103184	1.0065756	1.0014356	0.95739084	0.9573175	0.9996806	0.9914473	1.071777	0.94921696	1.1468642
R:A-SNGR-8:2268	null	null	null	null	null	null	null	1.0410184	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:2524	1.658881	1.7597826	1.4163116	1.2201061	0.96637696	0.94988984	1.0336229	1.1381602	1.10663	1.0855814	0.8516301	1.1838676	1.1236244	0.95782435	0.8825433	0.67838156	0.7594587	0.7805864	0.7774095	null
R:A-SNGR-8:2780	0.6968433	0.5912412	0.81225115	0.937548	1.0369666	0.99003726	0.968464	0.87323946	0.99237925	1.0946767	1.1061022	0.9911496	1.0076209	1.083792	1.0526043	1.0987488	1.1795565	1.0131565	1.120853	0.62691474
R:A-SNGR-8:3644	null	null	1.1148796	null	null	null	null	1.1311274	null	null	null	null	null	null	null	null	null	null	1.1907358	null
R:A-SNGR-8:4060	0.89353657	0.8306313	0.9128897	0.9978445	1.1422111	1.0496309	1.0334955	0.89642143	0.9181755	0.9379667	1.0021554	1.0031672	1.0933411	1.0939602	1.0930707	1.0413274	1.069872	0.97350067	0.88633955	0.78783
R:A-SNGR-8:805	1.1705161	1.1181886	0.9352315	0.98923737	0.9681363	1.1105492	1.0505674	1.0270793	1.0456029	0.8606242	0.96375054	1.0123801	0.93235534	1.0626636	1.0107627	0.95989704	0.9240425	0.9303506	0.897175	1.2233411
R:A-SNGR-8:3036	0.77925533	0.8533179	1.0187337	0.9008414	0.9466464	0.96638334	0.9284758	0.98126644	1.1296132	1.0843428	1.0799799	1.0925826	1.0914966	1.1314564	0.8812166	0.97323436	0.9788466	1.1087619	1.079074	1.1317693
R:A-SNGR-8:220	0.8410048	0.6578298	0.84304243	0.97732234	1.0759937	1.0154947	1.0147959	0.93592507	0.9487331	1.0025487	0.99745125	0.9486591	1.062393	0.90284455	1.1290597	1.1426009	1.1013943	1.117436	1.0998533	0.7135715
R:A-SNGR-8:850	0.80435205	0.7670584	0.853691	0.82684875	0.9338473	1.0355811	1.097657	1.0589786	1.0255657	0.93464714	0.969636	0.9511309	1.1060793	1.1160533	1.0323356	0.97412276	1.0781702	1.0571753	1.1224803	0.9744345
R:A-SNGR-8:1084	1.2302948	1.1706752	1.1368067	1.0449616	0.9980365	0.8883359	0.96929485	1.0019635	0.93399817	1.0144309	0.9815012	0.9386404	1.0181559	1.0413396	1.0113744	1.0616107	0.86153835	0.9538021	0.929891	0.76682776
R:A-SNGR-8:732	null	null	null	1.0944669	1	null	0.87922585	0.8945039	null	1	1.0559229	null	1.1484874	1.0765405	1.1174636	null	1.0788003	1.3100467	1.1496158	null
R:A-SNGR-8:988	0.96048164	0.9521991	0.9563957	null	0.842846	0.9461015	null	null	0.9419557	null	null	1.0613495	0.99400485	0.976052	null	1.0059952	1.0419183	0.91667944	1.0385549	0.8845852
R:A-SNGR-8:5420	0.8472227	0.817523	0.89375365	0.99598175	1.006573	0.9745516	null	0.9916513	0.9744649	1.0460906	1.0809002	1.0941371	0.9928987	1.1165394	1.0928353	1.0169502	1.0234997	1.0040184	1.1695265	0.8636663
R:A-SNGR-8:2364	1.4942985	1.8758689	1.5029135	1.2956651	0.9989964	0.973551	1.0159473	1.1323344	0.8402242	0.960733	1.0010037	1.0045482	1.0789709	null	0.9532611	0.970921	0.8525297	0.9150805	0.89152616	1.1406891
R:A-SNGR-8:5932	1.0246093	0.8522455	0.98103726	0.9976513	1.0517532	1.0498365	1.0023488	0.92538404	0.9947945	0.99413246	1.0462092	0.9895806	0.97158897	0.96478593	1.0293527	1.0198294	1.1533374	1.1516018	1.010166	0.7320701
R:A-SNGR-8:3372	0.8844188	0.90544546	0.8658821	0.8625144	1.0097433	1.045596	1.0115932	1.0296007	1.017281	0.95198375	0.9263138	0.9353825	0.96445566	1.0277416	1.0328692	0.99025685	1.0409777	1.0489445	0.9861134	1.0641637
R:A-SNGR-8:3628	0.8205675	0.7788597	0.98988795	1.0097773	0.9605844	0.975352	0.8293835	0.8855109	0.99022275	1.1028737	1.3388559	1.1632758	1.3084562	0.97108185	1.1184498	1.0885127	1.0897771	1.0967299	1.1223334	0.95507306
R:A-SNGR-8:3884	0.9609882	0.8084332	1.0823233	1.1474444	1.0333527	0.9635983	1.0719037	0.8920064	0.94014245	1.089603	1.1070611	1.020031	1.109651	0.97996897	1.1445519	0.9226521	0.90372425	1.112118	0.92285603	0.9626177
R:A-SNGR-8:2860	1.4540598	1.6503719	null	1.5021869	1	null	0.93872565	1.3527322	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:60	null	1.0963401	1.0399115	0.9303088	0.9444541	0.9194611	1.051451	1.1649792	1.0232868	1.0424479	0.99955773	0.9284951	0.9915588	0.95233953	0.90154546	1.0280892	0.981585	1.0004423	1.0742581	0.8543804
R:A-SNGR-8:44	0.9281965	0.7334753	null	1.0718036	1.1445179	0.70597	1.1926469	1.3866342	1.2028037	0.70597	1.2641995	1.4765053	null	1.5254627	1.5530727	1.321116	null	0.70774597	0.6194432	null
R:A-SNGR-8:5221	1.1301394	1.3620199	1.1987913	1.0687778	0.9174989	0.98792195	1.0404239	1.1320596	0.86047494	0.9317801	0.922755	1.0151362	0.9625318	1.012078	0.83816606	0.90224075	0.8414596	1.1847625	0.94446564	1.1811391
R:A-SNGR-8:1324	1.158307	0.9645605	1.1399453	1.0289282	1.0715886	1.0066698	1.0309048	1.060756	0.8865196	0.92694956	1.0060389	0.9939612	0.86793226	0.812195	0.88153464	0.7738438	0.91738325	0.99114716	1.075787	1.0743879
R:A-SNGR-8:300	0.8518294	0.7977171	0.86871964	1.038333	1.1245319	1.1008499	0.9740673	0.78234375	0.93239415	1.2112854	1.1456494	0.97776914	1.0435535	0.9371406	1.10394	1.3102086	1.0528303	1.0222309	0.94763404	0.78400314
R:A-SNGR-8:1580	1.0984304	1.2324272	0.99506074	1.03843	1.0049392	0.902958	1.0326996	1.0553216	0.91020614	0.9431483	1.1386603	0.9028395	0.90892863	0.8993276	0.93544847	0.926579	0.9589463	1.0291032	1.0210501	1.0170053
R:A-SNGR-8:4197	1.0875864	1.314331	1.0995715	0.99062854	1.0131363	1.0985509	1.1077702	1.1280216	1.1318649	0.95661485	0.8397453	1.0853441	0.89870965	0.96064967	0.8121096	0.86327046	1.0093713	0.9498284	0.797416	0.98926973
R:A-SNGR-8:556	0.74560547	0.5832269	0.86429775	1.0304803	1.1321948	1.0510113	0.91415304	0.78304255	0.97097254	0.98987406	1.1389005	0.9909664	1.0367755	0.9343709	1.0967494	1.0772926	1.1260076	1.0090336	1.051758	0.64655733
R:A-SNGR-8:4644	null	null	null	null	null	null	0.6049204	0.522963	null	null	null	null	1	null	1.1200367	1	null	null	1.0166366	null
R:A-SNGR-8:812	1.2335985	1.328499	null	1.0691204	1	null	1.061532	1.13738	1.1374795	1	0.99881375	null	null	1.5634058	null	0.77089614	0.8106922	null	0.7967867	0.9628713
R:A-SNGR-8:550	1.0524156	1.1059022	1.0488151	0.9652455	0.9983598	1.0455238	1.2035465	1.1472576	1.0425763	0.90945065	0.81945467	0.99031943	0.96486044	0.9167503	1.0016401	0.9049261	1.0287119	0.88641226	0.8565829	1.0859315
R:A-SNGR-8:1830	0.8621973	0.96738666	0.8942983	0.8221265	0.8503934	0.86291486	0.96636164	1.1315112	1.1445158	1.040002	1.0800576	1.1626761	1.0041088	1.1340128	1.0171813	0.92632097	0.9261197	0.99589133	1.0202876	1.1893102
R:A-SNGR-8:4460	1.2749953	1.4401724	1.1660327	0.99580824	0.977046	1.0210898	1.0890404	1.1111882	0.9942758	0.9812919	0.8181973	1.0945346	1.0041916	0.92328554	0.9772224	0.9203287	1.1252555	0.8850514	0.97891855	1.2275906
R:A-SNGR-8:4716	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
R:A-SNGR-8:5996	0.6748181	0.46908095	0.86942387	1.0914108	1.3715456	1.2329502	0.7695497	0.5506983	0.7674096	1.1170483	1.1819649	0.9936495	1.1436782	1.2175171	1.5162245	1.2677084	0.97402364	null	0.82553476	null
R:A-SNGR-8:4972	null	1.2144879	0.9855017	null	null	null	1.066121	1.022716	null	null	null	null	null	null	null	1	null	null	null	null
R:A-SNGR-8:3180	0.8447843	0.5025586	0.9211593	0.9834913	1.125105	1.0165087	0.80743325	0.63505065	0.942585	1.2327437	1.3989549	0.9264128	1.0307293	0.86495084	1.1753092	1.049893	1.0350549	1.1813598	1.0339471	null
R:A-SNGR-8:2156	1.4619566	1.4436805	1.3025957	1.1590793	0.98333305	0.93076575	1.0741194	1.1159103	1.0596445	1.0467583	0.99226016	1.02244	0.99304646	0.84684443	0.8495578	0.96533686	0.87251306	1.0069535	0.9139426	0.94556653
R:A-SNGR-8:5765	1	0.5392297	0.44618285	0.4456522	1	1	0.63458407	null	1	1	null	null	null	null	0.7432675	0.7373831	0.91278434	null	0.50637597	null
R:A-SNGR-8:3692	1.3409462	null	1.4889172	1.3920815	1	null	1.2755734	1.321103	1	1	null	1	1	null	1.2140968	1.2017382	1.2602648	null	1.4303828	null
R:A-SNGR-8:3948	1.0725256	0.94643325	0.99938357	1.024532	1.0006166	0.99314654	1.0123997	1.0148412	1.0077561	1.0241182	1.0225092	0.96107584	0.9991478	0.9747941	0.9755411	0.9633814	0.9614007	1.1472521	1.0869732	0.9629602
R:A-SNGR-8:3300	0.48048696	null	0.5061167	0.6010014	0.88078886	0.9989264	1.0579755	0.6825967	0.67756885	null	null	0.63723016	0.7002742	null	1.0010737	1.125343	1.4426502	1.3017966	0.7117519	null
R:A-SNGR-8:1132	1.0774572	0.79127806	1.0651174	1.0048951	1.1006956	1.0667915	0.8535273	0.7465764	0.909764	1.0376282	0.956497	0.90339106	1.0162911	0.995105	1.1535715	1.1343874	1.0506461	0.8575628	0.8287038	0.5278708
